0.122649 0.186231 0.879663	0.226908 0.417312 0.554624	0.517226 0.458739 -0.558099	0.487276 0.926283 -50.3585
0.522491 0.607149 -0.190505	0.462966 0.562511 -0.252364	0.427404 0.741151 0.439736	0.505877 0.779546 6.22501
0.945946 0.32945 -3.24823	0.307973 1.47752 0.189216	0.404934 0.799641 -0.381224	0.445796 0.942897 -4.66853
0.302955 1.13683 -1.32638	0.511577 0.0440874 4.49357	0.420402 0.866627 0.96929	0.517089 1.00103 0.700221
0.117352 0.776029 -0.0307412	0.499957 0.444592 1.93702	0.438887 1.08361 8.05253	0.524385 0.970864 0.572856
0.169144 1.09331 -0.282425	0.936492 1.30216 0.74876	0.490307 0.463996 -2.34426	0.50217 1.07703 3.87818
0.661015 0.213632 -0.0399032	0.813602 0.422117 0.576446	0.528182 0.572551 0.848912	0.532061 1.05928 69.5753
0.445819 2.08722 0.753359	0.625674 1.23475 -1.02631	0.653949 0.673023 3.84029	0.4471 0.860644 4.85223
0.0847271 0.0978509 0.055999	0.663897 1.8884 -1.1926	0.509515 1.11011 10.1006	0.556959 1.10163 -1.65337
0.574588 0.88148 3.27657	0.649818 0.839589 -0.142363	0.452375 1.25712 -24.5093	0.520068 0.992038 -1.32419
0.296608 2.18123 0.453027	0.742702 1.37309 -0.599865	0.606328 1.52638 0.444351	0.488692 0.870367 -1.55476
0.920668 1.11214 -0.707971	0.234927 0.945822 2.74524	0.42499 1.10476 0.568805	0.513276 0.93453 -43.3842
0.461462 0.622632 -0.212719	0.312694 0.66826 -25.1959	0.332963 1.75742 -1.07879	0.522762 0.991376 2.35793
0.152204 0.169439 17.8509	0.319638 0.402739 2.76256	0.397106 0.682819 -0.283985	0.505444 1.05241 -0.850351
0.581298 0.376155 -0.377768	0.372889 2.51042 -0.573677	0.521415 0.918394 -1.05452	0.47505 0.969468 -5.11722
0.527709 0.219032 1.14935	0.22777 0.363716 4.92651	0.539232 0.706692 0.0879245	0.461538 1.08484 2.32916
0.255428 0.511083 2.08983	0.552498 0.241077 1.79292	0.637954 0.99761 -0.483176	0.495335 0.994361 -9.97134
0.827398 0.0542931 2.30994	0.519905 0.200109 -1.89811	0.492114 0.597472 -0.247253	0.50486 0.962835 3.67381
0.475939 0.355424 2.40475	0.97027 1.77024 0.552239	0.511329 1.21297 -0.630373	0.574902 1.12748 -0.988557
0.032133 0.0305928 -0.338032	0.482288 1.32406 -1.05717	0.565271 0.676842 0.816573	0.470226 0.841784 1.12554
0.753353 0.310666 -2.23782	0.332893 1.5081 -0.405931	0.624917 0.632887 0.255507	0.464383 0.972557 4.60815
0.580582 0.450924 0.63745	0.666098 0.981539 0.482053	0.326563 0.99916 0.0044651	0.465548 0.947781 1.51959
0.6868 6.30043 0.266643	0.0314576 1.21872 -21.7629	0.468601 0.709378 -0.195809	0.544075 1.10224 -5.20382
0.7221 0.00964975 0.376409	0.54188 0.571253 0.200283	0.411629 1.31572 -0.253975	0.482734 1.22163 0.423997
0.530874 0.087604 -2.3797	0.659771 1.16896 0.874993	0.426701 0.737045 10.3021	0.500067 1.17655 -0.920876
0.779256 1.34755 -0.482775	0.757009 1.00823 -1.25157	0.587808 0.840685 2.42971	0.457415 0.895265 0.937766
0.525056 1.31073 -1.14145	0.39062 2.06542 0.738963	0.407557 0.997022 1.40833	0.525606 0.969562 -0.267058
0.835754 0.505225 0.644002	0.689979 0.564177 8.20004	0.687909 1.01865 -0.782397	0.530599 0.936998 -9.14949
0.682936 1.08917 0.446303	0.611174 0.726776 17.7507	0.497673 1.19271 0.646146	0.498222 1.14169 -2.6065
0.217049 2.58661 -1.39371	0.433493 0.862533 -0.406231	0.552817 1.30095 0.860611	0.483941 0.859805 0.149414
0.651327 0.389164 0.00949307	0.17972 1.39383 5.59291	0.335318 1.01827 0.282379	0.519242 0.909264 -1.27264
0.338269 0.378329 0.34452	0.395395 0.142258 -2.90373	0.344004 1.42855 -0.059373	0.503927 1.03445 -4.06746
0.466713 0.73361 -2.31643	0.603231 0.671192 -0.4254	0.419448 0.861615 -0.107327	0.463374 0.951945 0.341246
0.0216884 0.288337 -0.366617	0.206606 0.413372 0.417333	0.450392 0.436104 1.35969	0.498846 1.11744 -2.75372
0.586055 0.394781 1.11551	0.766826 0.349349 1.62061	0.361395 1.20923 -2.90312	0.502199 1.03598 1.74466
0.667145 1.29084 2.84153	0.830295 0.532427 -0.23337	0.549231 1.47968 -0.143347	0.536027 1.07412 0.102684
0.137147 0.947191 -3.68385	0.427568 3.48379 0.727203	0.398237 1.27639 -0.721651	0.46644 1.07279 10.7776
0.417649 0.657527 -0.0115744	0.375506 1.0306 0.0796604	0.405709 0.762676 0.353257	0.485412 1.12489 -1.75363
0.111861 0.34503 0.163192	0.309084 0.302909 8.34379	0.554852 0.841253 1.16855	0.558022 0.997134 -0.968511
0.902962 1.12956 -0.471929	0.768325 0.633078 2.93597	0.316265 1.39408 2.3838	0.509129 1.02036 -1.86655
0.925021 3.33202 0.727346	0.530756 1.2693 2.28204	0.490499 0.755893 -0.833389	0.513983 0.903635 -0.148628
0.828459 1.0141 -3.14097	0.198489 1.24071 -6.78875	0.509113 1.37821 4.43905	0.475318 1.03466 4.13758
0.254644 2.60913 -0.186411	0.443679 0.617193 0.720528	0.407195 1.42369 -0.521995	0.530443 0.940577 1.03365
0.974919 0.351912 -0.340033	0.650832 0.945319 -0.606463	0.492689 0.853449 -0.0325109	0.518062 1.02361 -1.53174
0.818198 0.402805 3.0106	0.330612 0.614603 -0.092265	0.430312 1.3297 -0.648519	0.515883 0.849151 0.280924
0.230214 0.263046 -0.0063542	0.298463 1.89642 -3.27629	0.656636 1.37024 2.61828	0.473875 0.960925 -1.99957
0.286963 0.599994 -3.25698	0.901808 0.230409 -9.35886	0.583401 1.42863 0.508742	0.509102 1.02539 -0.711443
0.993262 2.60871 1.65287	0.464621 0.353732 -6.08234	0.63596 0.739873 -0.458868	0.508766 1.0973 -0.265563
0.236 2.07633 -0.366545	0.56336 0.477835 1.45475	0.643605 1.01954 -20.0814	0.538325 0.961629 0.19544
0.930011 0.217456 0.00388656	0.577164 1.89452 0.70294	0.690124 1.50518 -0.618344	0.548535 1.05049 0.156304
0.999844 2.2806 -3.2583	0.467413 1.04429 27.5471	0.442692 0.690344 1.08859	0.504002 0.908243 0.313504
0.538047 0.858085 1.30121	0.805151 0.267502 -6.22766	0.555562 0.761478 -3.99461	0.558508 0.969077 -5.9335
0.73117 0.131435 -0.356859	0.7299 0.677327 0.0325596	0.42108 0.77381 -2.78182	0.598954 0.943293 -0.365487
0.105186 0.535766 0.431839	0.580376 2.41876 -1.97319	0.620354 0.860272 0.425094	0.517539 0.878854 0.417967
0.655863 0.286926 -0.372908	0.214174 0.547532 -2.32691	0.484905 1.06425 -1.28896	0.495595 0.898584 -0.432315
0.0555523 1.73318 0.888023	0.604536 0.710263 -0.413144	0.249062 1.0278 -0.0161369	0.494691 0.987194 -4.28569
0.628639 0.199669 -2.43817	0.158625 2.30974 -0.66015	0.283416 0.9517 0.755893	0.531089 0.982532 -1.39521
0.222147 2.03087 2.44883	0.299376 4.04634 -0.0317599	0.546984 1.34572 -0.419375	0.525598 1.04511 21.9016
0.854277 0.186431 0.211281	0.340912 0.773286 0.375052	0.327485 1.47407 -54.3869	0.477341 1.02131 -0.244849
0.656525 0.608911 -0.127514	0.484188 1.77559 2.61553	0.476792 1.03333 0.201404	0.509117 0.908928 -1.23379
0.849482 0.407292 0.613123	0.526484 2.27134 17.3528	0.409032 1.02904 0.942282	0.493864 1.13594 0.390138
0.734188 0.751698 0.836721	0.31181 1.61385 0.655599	0.594639 1.04994 -7.07034	0.533457 0.823689 0.569194
0.764081 0.187301 -0.184913	0.687343 0.497371 0.907677	0.542405 0.916306 10.5597	0.48764 0.866439 -0.646732
0.216743 0.532061 -5.03582	0.547418 0.321392 0.78981	0.412815 1.34751 -0.918705	0.484579 0.885063 -1.94012
0.124628 0.101729 2.38803	0.37916 0.174789 -0.874552	0.506408 0.887153 0.0836343	0.515166 0.971442 0.482766
0.769116 2.28357 1.09834	0.458159 1.03317 -0.765673	0.464935 0.846823 1.08423	0.46824 1.08258 0.909761
0.53761 0.212036 -0.239699	0.1488 0.0633028 1.02534	0.481477 0.797049 0.641812	0.538009 0.994656 -13.1249
0.299058 0.368531 0.299891	0.657764 1.30913 0.375569	0.577811 1.03444 -0.410142	0.440672 1.03844 -0.052307
0.147635 1.43068 1.55061	0.76549 0.434185 1.40819	0.499716 0.832986 1.76272	0.504258 1.20584 -0.907091
0.549366 0.0791306 7.24685	0.917945 0.884376 18.618	0.459654 0.870434 -1.00095	0.461442 0.864728 -1.31936
0.399163 0.138303 0.172384	0.220264 0.718575 -0.15164	0.492781 1.26053 -0.0603317	0.544364 1.06758 1.5667
0.00213689 0.511805 1.24962	0.354289 0.332135 -0.105958	0.402512 1.2638 -20.4088	0.505683 1.06579 -1.69861
0.939403 0.200016 1.38945	0.550461 1.35672 -3.87672	0.558169 0.709532 -0.508453	0.380953 0.965898 -1.37129
0.385093 1.83936 -0.254918	0.592762 0.167494 -1.99517	0.460834 0.824678 -0.251022	0.481432 1.05663 0.221519
0.0721547 0.522866 0.1357	0.786779 1.50067 0.180769	0.480135 0.955375 -0.598362	0.478298 1.00916 2.91034
0.255927 0.0540265 0.296118	0.0355792 0.720819 -0.420034	0.388237 1.25608 1.36362	0.481436 1.06704 1.84331
0.508966 0.837177 0.0136035	0.295318 1.16289 -1.23991	0.436283 1.35916 -1.17697	0.54821 0.994404 -13.5398
0.74659 0.179553 0.192822	0.621223 1.20248 5.45086	0.458912 1.33396 0.193909	0.467367 1.11024 0.602698
0.495373 0.546383 -0.867427	0.53903 0.614942 -3.26812	0.581753 1.09393 0.588592	0.415226 0.977882 -0.392655
0.594996 0.499686 0.711668	0.399597 0.694803 -0.751913	0.524089 0.794131 -2.90416	0.447981 0.936097 -1.83841
0.721318 0.37091 2.3576	0.792562 0.813941 -0.997801	0.503918 1.00565 2.94397	0.495044 1.08641 5.894
0.3144 0.0391238 -1.21838	0.143851 1.00023 0.319187	0.500615 0.685096 -0.00600173	0.451365 1.04981 -2.29236
0.783638 0.0861905 1.39987	0.529586 0.797022 -0.49384	0.543457 1.39086 13.2605	0.506267 1.08176 -2.09577
0.22213 0.228348 -0.383298	0.357068 0.526673 2.7939	0.488329 2.04249 0.406617	0.51498 1.02425 -3.04003
0.772049 0.526163 0.270669	0.417823 1.31672 0.398405	0.431698 1.34811 0.297434	0.486599 1.00846 0.708797
0.338208 0.16188 1.01401	0.103937 1.60055 -1.36945	0.583703 0.584542 0.120863	0.505834 1.15821 1.14688
0.178895 1.03283 -1.12898	0.397036 0.157081 0.946386	0.53603 0.728453 -0.698502	0.460738 1.04468 -0.466016
0.806086 0.358493 -0.171328	0.741509 0.384233 1.143	0.504399 0.951734 0.6671	0.536689 1.13553 -0.0396474
0.684535 3.10193 -1.32347	0.409822 0.466527 0.509591	0.659136 1.43391 -3.13252	0.50829 0.916483 -0.60683
0.0795899 3.92437 29.2236	0.413338 1.15302 -19.2095	0.456154 1.23644 -1.13229	0.532814 1.01912 0.468127
0.351629 1.54249 1.23151	0.17195 0.89109 2.88379	0.515512 0.991664 0.254825	0.49615 0.935521 -2.07397
0.425378 0.756142 -1.32896	0.619481 1.08098 -0.570086	0.340057 0.877319 -1.61384	0.457386 1.04143 0.947442
0.372684 1.83301 7.93898	0.513825 0.119728 -1.52596	0.409499 1.19921 -0.950807	0.520858 0.908076 -0.18999
0.696089 2.25385 -4.23773	0.730157 0.95968 4.27868	0.38287 0.880223 2.1382	0.512222 0.969601 -1.01891
0.355326 0.532598 -1.14486	0.340327 0.532555 -52.3258	0.449462 1.40302 1.54673	0.482554 0.966396 -0.573074
0.267176 0.94184 -2.65125	0.360135 3.5556 2.03337	0.531046 1.14653 1.6481	0.504147 0.921346 -15.7468
0.853373 1.38629 1.23265	0.12326 0.952069 -0.41651	0.427168 1.18808 0.399458	0.483238 0.964229 -1.12647
0.427902 1.8834 0.0924118	0.888238 0.200276 0.911538	0.523414 1.2675 0.22963	0.505866 0.978145 -0.567957
0.283098 1.22637 -1.11009	0.47692 0.503208 -0.543492	0.431428 0.773951 0.0375477	0.528139 1.06409 0.336353
0.91545 0.842996 0.707065	0.353577 0.517169 0.404616	0.678672 1.35514 0.0503202	0.49382 0.937091 9.67146
0.669326 0.368351 -0.680689	0.62834 0.337581 9.84425	0.599975 1.15407 15.9743	0.540098 0.902742 -0.437792
0.313301 4.39622 0.689678	0.686346 1.08968 1.63192	0.519793 1.35044 0.228038	0.454104 1.10269 -0.31588
0.169018 0.577063 -0.326082	0.772505 0.592588 -0.187644	0.480084 0.887674 -0.78246	0.50294 1.11527 5.36466
0.520677 0.79833 -0.0760198	0.373033 0.0855406 1.30685	0.613666 1.1218 9.22475	0.531089 0.91764 -0.841559
0.235398 1.14392 -0.494014	0.629781 0.466457 0.0149046	0.490697 1.49734 -0.792485	0.560938 1.08732 -0.715452
0.480381 1.42012 0.50792	0.287898 0.631906 4.60942	0.523745 0.968582 0.822388	0.52203 0.867356 0.151763
0.829066 0.103598 0.201807	0.665947 0.108689 6.72338	0.468713 1.12836 0.640896	0.527535 0.911809 -9.9361
0.945887 1.65905 0.997689	0.556299 1.42986 -1.59203	0.53665 0.92787 -1.45696	0.514492 0.88418 1.15787
0.108132 0.0910907 -3.91235	0.49991 1.43706 -2.00709	0.438642 0.356572 0.505155	0.537607 0.996033 1.02127
0.092826 0.6574 -0.0322112	0.90006 0.464947 -0.757555	0.49847 1.3543 -1.81878	0.502047 1.10032 -0.131661
0.529001 0.883474 -1.46912	0.553569 0.93363 0.667971	0.45493 1.17252 0.318617	0.453615 0.849496 -1.21607
0.648293 0.634472 -6.49398	0.337392 0.831507 -20.2411	0.538501 0.718992 1.37665	0.447279 0.964311 0.590173
0.777728 0.593096 0.23689	0.472689 0.329602 -0.711407	0.503938 0.814579 0.146391	0.487133 0.881457 -1.41154
0.674306 2.73233 -61.369	0.194005 0.446107 0.235398	0.210211 1.0043 5.69612	0.519722 0.902149 -4.78109
0.948289 0.955539 -0.25138	0.185084 1.10149 -1.52187	0.479773 1.23072 45.5412	0.523281 1.17158 0.437496
0.00592956 1.74185 0.0332544	0.889806 0.533997 -1.12391	0.671882 0.939191 2.267	0.459974 0.992414 2.68303
0.889677 0.392207 -3.27895	0.518385 0.939612 4.13841	0.413885 0.796344 4.46721	0.526723 0.951991 0.727952
0.364308 0.521392 1.8073	0.596096 0.466245 -1.24163	0.38056 0.978376 25.3773	0.55978 1.06832 -2.73063
0.699008 2.25697 -1.51492	0.367073 0.615272 -4.45334	0.579477 0.817319 -0.0672856	0.53397 1.15699 0.842062
0.864781 2.66296 -0.277725	0.748258 0.914008 -1.68273	0.388172 0.826639 1.45109	0.521526 1.23953 -1.56538
0.435552 0.732236 0.0176268	0.207847 0.756543 0.260554	0.632444 0.876381 -0.461238	0.48782 1.02302 -1.60138
0.888386 0.172568 0.709932	0.622719 0.825346 -0.974098	0.500825 0.374964 2.93293	0.499123 0.927489 0.0884423
0.443399 0.0603448 0.871664	0.481681 0.085042 0.526733	0.502507 0.941879 -1.3659	0.475863 0.972202 4.21106
0.000102614 0.0885382 -2.51693	0.756235 0.881175 0.59855	0.471991 1.05894 0.284392	0.48591 0.834065 -0.480432
0.742744 0.0533111 6.73055	0.595561 0.37803 -16.5144	0.610642 1.17493 0.473389	0.416085 0.779337 -0.382687
0.0348928 0.457105 1.70508	0.849466 1.12765 0.447437	0.515278 1.0531 1.55508	0.453742 1.03614 -0.841972
0.689315 0.2218 0.26159	0.589959 0.316441 -1.03759	0.548605 2.10072 0.375447	0.498662 0.786422 -0.17307
0.0986077 0.192744 2.61421	0.342181 0.853206 -2.06482	0.498507 1.30534 -0.0880319	0.521075 1.09921 -0.789056
0.594051 0.300953 0.630912	0.349878 0.685605 8.94098	0.4874 1.25352 -2.23396	0.534185 0.880835 -0.880365
0.251527 0.542868 -1.98738	0.398333 1.44591 0.0657922	0.560561 0.729856 0.462244	0.476409 1.07571 -1.08191
0.853924 0.153245 -1.02642	0.525963 2.82341 0.440786	0.645852 1.27536 -0.552543	0.474599 1.03534 0.542092
0.824744 0.745829 -0.384885	0.357574 0.63713 -2.01705	0.506643 0.879639 2.58644	0.517087 1.05078 -0.359983
0.791467 0.639523 -1.78738	0.433029 0.889097 1.14987	0.49702 0.872759 7.38339	0.454256 1.09306 -0.0917878
0.797812 0.120518 -0.27808	0.494575 0.992476 0.981564	0.403994 0.834267 -1.14668	0.472001 1.08533 -0.0355972
0.865885 7.29286 -0.801973	0.399464 0.167366 -0.846155	0.55595 1.03177 1.86522	0.514578 0.934984 -0.341254
0.989487 1.3013 0.272503	0.315656 0.727626 2.09485	0.524308 0.8851 -0.158439	0.55037 1.07113 0.908738
0.434447 0.0828433 2.98957	0.582755 0.842067 -1.07627	0.401263 0.831357 16.3077	0.496918 1.095 0.291012
0.559779 1.19206 -2.38435	0.187811 0.119282 1.61802	0.654016 1.82812 -14.4088	0.527363 1.06077 1.46794
0.0870691 0.32313 5.16167	0.311844 0.423579 -7.15163	0.447156 1.13492 -0.0656495	0.534285 1.06959 -0.519019
0.155282 0.313873 -0.429095	0.350018 0.80478 0.573636	0.49973 1.17077 2.28092	0.530893 0.98086 1.4071
0.320429 0.130343 0.531615	0.671609 2.35539 2.46421	0.50069 0.929751 0.381206	0.493721 1.11492 -0.0210317
0.152432 2.50176 -0.319334	0.749969 0.0955434 11.3153	0.42143 0.593878 -0.694184	0.492551 1.02444 1.74229
0.80749 0.73179 -0.890149	0.351445 0.668872 0.0101091	0.598515 1.18837 0.559737	0.537182 1.1334 0.510498
0.953507 2.0787 -0.870589	0.567732 1.9705 1.43863	0.485922 1.16593 -11.2997	0.499198 0.87125 0.107858
0.622076 0.0466691 2.82332	0.219184 0.324533 0.717039	0.391644 0.812193 1.13841	0.509894 0.947677 -0.161024
0.962428 0.278023 3.2956	0.555594 0.904059 0.404287	0.590614 0.821066 0.331036	0.480359 0.995584 -1.22525
0.101148 0.0716663 10.7532	0.571378 0.700864 -38.2815	0.398253 0.942471 -0.292884	0.51123 0.948893 0.851913
0.63499 0.127192 -1.69005	0.702176 0.404395 2.00181	0.493309 0.852671 -0.937154	0.510138 1.01726 0.858783
0.498231 0.918455 -87.1566	0.406768 0.874383 0.137289	0.621968 0.975898 2.68455	0.564264 1.00098 -2.65012
0.132065 0.0184771 0.445115	0.418043 0.337173 -0.491103	0.515328 1.01897 -0.506015	0.510983 0.894061 -0.424568
0.994267 0.66138 2.14886	0.664532 1.88571 -0.0746043	0.473425 0.96984 -1.22481	0.55623 0.877543 -0.235681
0.999734 1.4607 1.21341	0.57617 0.363276 0.509717	0.668503 0.797245 -0.585136	0.550196 1.02233 -51.4093
0.918942 0.970416 1.46839	0.393132 0.371742 0.885108	0.460294 0.965736 -1.43121	0.483239 0.998935 -1.26399
0.626992 0.953147 0.265176	0.398046 1.96032 -4.35157	0.584199 1.16844 -0.210017	0.518716 0.946433 0.217019
0.228033 0.315243 -1.21494	0.437192 2.04279 -0.822866	0.43711 1.05672 1.17006	0.44866 1.16567 1.93477
0.845398 1.02208 -0.163227	0.866521 0.890533 -5.92138	0.475155 0.353803 -2.73455	0.485262 1.00653 0.0195136
0.813356 0.639323 -1.3623	0.554361 0.643228 -6.96277	0.530425 0.728349 -0.565274	0.455712 0.91454 -0.826486
0.0909259 0.268697 0.609771	0.519068 0.0793155 -3.04392	0.506452 1.02862 -13.0713	0.47753 0.923145 -21.2184
0.401371 0.114498 -1.66966	0.444456 1.11864 7.36842	0.563688 0.701292 13.455	0.530865 0.941643 -0.328804
0.827905 1.42248 3.28931	0.516519 1.41764 -0.826373	0.445837 0.719209 1.8834	0.425747 0.845815 1.27211
0.985354 0.307195 -0.685227	0.46989 1.48315 -3.46341	0.474072 0.533613 -3.7326	0.495766 1.13112 -0.387576
0.454244 0.0291193 -0.789392	0.616911 0.743556 2.63122	0.548917 0.543468 4.46302	0.502437 1.07688 2.54625
0.929957 0.226611 0.645	0.787306 0.842272 -1.40143	0.401928 0.861782 -0.602869	0.5115 0.85615 1.76369
0.440517 1.34783 -0.582011	0.373435 1.01531 0.485488	0.441816 0.980428 -0.303962	0.475906 0.878898 0.621632
0.107033 1.07392 -0.204392	0.0510993 1.01653 0.303022	0.491929 1.22772 -0.938216	0.560065 1.00788 0.762053
0.669198 0.173032 -0.290002	0.71892 0.190382 -0.843137	0.410809 0.684595 1.16041	0.51349 1.07577 6.24797
0.499124 4.41815 1.19609	0.582942 0.905213 0.603009	0.509856 0.936494 -13.4385	0.49408 0.940658 2.21105
0.395008 0.55965 0.802745	0.233484 2.43004 -0.275783	0.500594 0.928618 1.06177	0.524242 0.961033 0.622614
0.734837 0.704339 1.19193	0.15804 1.77549 1.13203	0.57477 0.473152 3.61971	0.506786 0.998225 0.206642
0.588191 0.457005 0.649326	0.391161 1.12776 -6.36251	0.353249 1.1057 -0.35789	0.489312 1.05317 32.1988
0.932525 0.477919 -10.115	0.506692 0.69225 -6.38926	0.244573 0.867782 0.165696	0.500526 1.03759 -1.72009
0.641458 1.32566 -1.55536	0.457247 0.368785 -1.27767	0.569039 0.969875 0.432427	0.501871 0.962937 -1.67898
0.656183 0.19898 0.728732	0.374111 0.61952 -4.75558	0.57298 1.45566 -2.78011	0.53299 0.898875 0.830796
0.135225 0.0133966 0.399956	0.40989 0.733018 1.30769	0.605966 0.922621 0.187845	0.557018 0.945812 -0.10658
0.526305 0.17522 -1.31581	0.565531 2.08613 -4.07438	0.664436 2.19598 -1.02985	0.476568 1.10903 -0.280009
0.609256 0.762797 1.42228	0.173968 1.41501 1.62958	0.512896 0.788107 1.52956	0.495721 1.03942 10.967
0.143619 1.59924 2.58154	0.807692 0.86379 -3.93478	0.564672 0.609296 -1.5588	0.487291 0.91114 -0.294296
0.45226 0.425424 0.0191317	0.406605 3.35008 2.32482	0.354076 0.901705 0.158936	0.505407 1.24032 0.837931
0.759725 3.10428 5.81028	0.899962 0.182922 2.0516	0.600197 0.779059 0.486719	0.485899 0.912795 -0.969057
0.914999 1.88523 -0.778925	0.823625 1.27532 -0.569583	0.661451 1.1104 3.55404	0.50344 1.08306 6.20919
0.765348 0.602442 0.0706314	0.363964 2.05706 -0.434939	0.469207 0.605342 0.153088	0.544699 1.14403 -0.937078
0.696468 0.681571 -1.41158	0.303941 0.409655 -1.16822	0.663329 1.37188 0.367909	0.488302 0.966514 1.00035
0.205946 0.596598 0.0900682	0.922727 0.447544 2.09541	0.525954 1.73926 0.351088	0.479935 0.847888 0.54529
0.0931746 1.65104 2.02941	0.39116 0.720869 0.996744	0.589074 1.37893 -1.38687	0.516886 1.08372 -0.503539
0.390615 3.06457 -1.0276	0.379393 0.0593653 -6.13105	0.514721 0.459943 1.93993	0.480522 1.01929 0.802473
0.341803 0.0117593 -1.97581	0.402638 0.701908 -2.64019	0.432644 1.2615 -2.53719	0.494916 0.967375 0.42405
0.718267 2.50438 0.443393	0.48955 1.84701 0.0777849	0.70995 0.825808 -1.72209	0.540068 1.08726 1.01439
0.0990975 0.0589205 -1.0077	0.667694 0.704777 1.07865	0.553353 0.738427 -1.87483	0.461082 0.981853 0.297119
0.769901 0.659472 -0.348444	0.335532 0.945223 -0.498243	0.40492 0.711694 -0.345945	0.490194 1.22877 -52.4991
0.075895 0.589546 -14.9112	0.397788 1.41298 -0.993276	0.468266 1.26066 -8.83177	0.514104 0.847695 2.92536
0.313251 0.479653 0.600291	0.558809 1.00494 2.6599	0.449519 0.465492 -2.20335	0.479291 1.05624 1.69757
0.0532137 0.226582 8.64873	0.229036 0.189766 -0.943374	0.602477 0.965151 -7.56209	0.495493 0.92616 -0.325446
0.615941 0.321877 0.43189	0.568047 2.27017 -2.63683	0.442166 0.703296 -0.23297	0.461902 0.971676 0.696861
0.214319 1.42507 -0.634398	0.395506 1.38704 0.204043	0.45431 0.736596 3.44526	0.529399 1.05737 -0.139685
0.337518 0.768956 -1.71803	0.433768 0.736102 -1.50551	0.493631 2.15082 -0.993741	0.50005 1.04276 3.37961
0.490307 0.0183446 1.42719	0.552272 0.44162 -3.22449	0.432519 0.847479 -3.94437	0.494528 1.06447 0.504933
0.233671 0.380442 1.16349	0.461077 1.76519 -1.19674	0.450575 1.23122 -21.8025	0.538896 0.908934 -0.219227
0.668091 0.356415 1.1002	0.66919 1.09077 4.68473	0.549946 0.888267 1.26928	0.471684 1.15855 0.489649
0.682974 0.617574 0.900196	0.692723 1.62889 -8.90326	0.430788 0.798897 4.14284	0.475224 1.09508 -4.57863
0.201495 1.29903 0.833028	0.796664 0.913725 0.137353	0.418221 0.951788 -0.261943	0.484112 0.918897 5.41801
0.435564 1.01604 -0.0877189	0.0662508 0.877801 -1.3986	0.504566 1.25126 0.154147	0.568346 0.903862 1.77796
0.242649 0.990618 0.473244	0.437454 1.22798 0.421035	0.573946 1.06328 1.66258	0.496391 1.04285 5.66183
0.167811 0.557617 6.21216	0.799113 0.5241 0.265849	0.469168 0.947875 0.15789	0.499087 1.02595 -0.421021
0.472497 1.05657 -0.519105	0.255584 0.494943 0.460317	0.558864 1.16318 -2.53448	0.501226 0.977045 43.3925
0.442491 1.7777 1.00362	0.409927 0.859783 0.533276	0.405037 0.603192 -6.56612	0.533637 1.02153 -1.10317
0.919428 1.11629 1.2807	0.363808 0.864653 8.22245	0.642771 1.68782 1.42542	0.502095 1.04639 -1.52622
0.358825 0.470341 0.727156	0.645398 0.883376 0.297358	0.560184 1.06713 0.492022	0.485138 0.969441 0.555067
0.396028 0.878764 0.805944	0.341669 0.975433 11.1887	0.573754 1.66449 0.0333523	0.493274 1.04851 -0.138765
0.636872 1.19034 -5.22638	0.451405 0.163833 -0.112865	0.457031 0.786311 1.1311	0.496951 1.14631 9.54292
0.932721 0.727904 0.844286	0.271143 2.3831 0.968631	0.508866 0.790257 -0.775679	0.517381 0.91404 -0.0746673
0.673884 1.95214 0.57528	0.421191 0.954385 0.656828	0.415807 0.797247 31.3587	0.457674 1.15475 -3.13627
0.143246 1.14252 2.51388	0.69783 3.42887 1.1998	0.649865 1.35718 -0.877629	0.494165 0.932715 0.359689
0.051024 0.906758 0.198262	0.729117 1.20265 0.37427	0.489514 0.777481 0.852116	0.479043 1.08943 -0.401453
0.219225 0.529971 -1.20681	0.732015 0.141381 0.496395	0.501272 1.05344 1.60053	0.522854 0.928013 0.938303
0.640226 1.69186 0.242435	0.707876 1.21586 6.61701	0.544261 0.937709 1.0737	0.463972 1.08254 1.57234
0.198906 1.36492 -0.815071	0.132255 0.654427 -2.66108	0.687093 0.896477 -4.04054	0.493978 0.8305 0.814181
0.204479 0.173213 37.3222	0.680982 1.9487 0.818265	0.619566 0.719562 -4.51671	0.483055 0.937329 0.0785513
0.156242 0.474513 0.847577	0.738707 1.25587 -0.583	0.401162 0.650281 0.823869	0.515174 0.914822 -0.426418
0.731692 0.479142 0.771409	0.588646 0.0606842 1.49313	0.577866 0.664133 -1.80264	0.443967 1.29454 -0.106371
0.0837054 0.0953053 -0.720551	0.555987 1.61744 -0.795017	0.604598 1.22949 0.0166286	0.459079 0.926334 -2.5076
0.933588 2.44631 -0.675948	0.449372 0.568767 3.3529	0.600034 1.1938 0.256696	0.459274 1.03013 -1.24051
0.543895 1.41721 2.09204	0.57504 0.834253 -1.64891	0.390351 0.829911 4.12389	0.509987 0.843374 1.77468
0.771958 0.0337152 2.79166	0.324626 1.98599 2.7054	0.491077 0.591568 0.502516	0.514292 0.945464 0.346966
0.897719 0.687332 0.582496	0.457133 0.364876 -1.3442	0.564636 1.13218 0.315027	0.499585 1.01488 0.889711
